,NAME,c_race,c_white,c_black,c_asian,c_latinx,state_fips,county_fips,tract_fips,med_rent,med_hhinc,c_tenants,c_owners,c_renters,c_movers,c_stay,c_movelocal,c_movecounty,c_movestate,c_moveabroad,c_commute,c_car,c_carpool,c_transit,c_bike,c_walk,year,FIPS_11_digit,p_white,p_black,p_asian,p_latinx,p_owners,p_renters,p_stay,p_movelocal,p_movecounty,p_movestate,p_moveabroad,p_car,p_carpool,p_transit,p_bike,p_walk
8251,"Census Tract 156, San Francisco County, California",3432,1585,71,1116,436,6,75,15600,1798.0,95000.0,1450,392,1058,3383,2710,266,166,156,85,1773,637,198,482,65,178,2018,06075015600,0.4618298368298368,0.020687645687645688,0.3251748251748252,0.12703962703962704,0.2703448275862069,0.7296551724137931,0.8010641442506651,0.07862843629914278,0.049068873780668036,0.046112917528820574,0.02512562814070352,0.359278059785674,0.1116751269035533,0.2718556119571348,0.036661026508742235,0.10039481105470953
8252,"Census Tract 102, San Francisco County, California",4299,3364,60,574,146,6,75,10200,2449.0,134176.0,2541,909,1632,4241,3423,383,121,187,127,2841,739,127,888,101,507,2018,06075010200,0.7825075598976506,0.013956734124214934,0.1335194231216562,0.033961386368923006,0.3577331759149941,0.6422668240850059,0.8071209620372554,0.09030888941287432,0.028531006838009906,0.04409337420419712,0.029945767507663288,0.2601196761703625,0.04470256951777543,0.3125659978880676,0.03555086237240408,0.17845828933474128
8253,"Census Tract 108, San Francisco County, California",4860,2209,0,2129,375,6,75,10800,1779.0,102243.0,2466,614,1852,4860,4153,290,99,204,114,2967,474,279,619,67,1003,2018,06075010800,0.4545267489711934,0.0,0.4380658436213992,0.07716049382716049,0.2489862124898621,0.7510137875101379,0.8545267489711934,0.059670781893004114,0.02037037037037037,0.04197530864197531,0.02345679012345679,0.1597573306370071,0.09403437815975732,0.2086282440175261,0.022581732389619143,0.3380519042804179
8254,"Census Tract 331, San Francisco County, California",3861,1433,16,1967,217,6,75,33100,3313.0,114783.0,1416,1177,239,3830,3522,246,27,13,22,1961,1154,170,301,32,62,2018,06075033100,0.3711473711473712,0.004144004144004143,0.5094535094535094,0.056203056203056205,0.8312146892655368,0.1687853107344633,0.9195822454308094,0.06422976501305483,0.007049608355091384,0.0033942558746736288,0.005744125326370757,0.5884752677205507,0.08669046404895461,0.1534931157572667,0.01631820499745028,0.03161652218255992
8255,"Census Tract 402, San Francisco County, California",5541,3174,0,1785,416,6,75,40200,1891.0,105507.0,2319,970,1349,5506,5106,241,90,18,51,3165,1385,120,990,190,232,2018,06075040200,0.5728207904710341,0.0,0.3221440173253925,0.07507670095650605,0.4182837429926693,0.5817162570073308,0.9273519796585544,0.04377043225572103,0.01634580457682528,0.0032691609153650564,0.009262622593534326,0.4375987361769352,0.03791469194312797,0.3127962085308057,0.06003159557661927,0.07330173775671406
8442,"Census Tract 428, San Francisco County, California",2490,1797,0,471,80,6,75,42800,2152.0,164750.0,923,704,219,2438,2262,118,17,7,34,940,524,102,104,58,20,2018,06075042800,0.7216867469879518,0.0,0.1891566265060241,0.0321285140562249,0.7627302275189599,0.2372697724810401,0.9278096800656276,0.04840032813781788,0.00697292863002461,0.002871205906480722,0.01394585726004922,0.5574468085106383,0.10851063829787234,0.11063829787234042,0.061702127659574474,0.02127659574468085
8443,"Census Tract 234, San Francisco County, California",3663,134,732,724,1563,6,75,23400,668.0,41724.0,968,498,470,3648,3525,91,12,0,20,1792,700,170,588,18,105,2018,06075023400,0.03658203658203658,0.19983619983619985,0.1976521976521977,0.4266994266994267,0.5144628099173554,0.4855371900826446,0.966282894736842,0.02494517543859649,0.003289473684210526,0.0,0.005482456140350878,0.390625,0.09486607142857142,0.328125,0.010044642857142858,0.05859375
8444,"Census Tract 165, San Francisco County, California",5487,3647,373,603,517,6,75,16500,1865.0,132750.0,2252,621,1631,5395,4239,588,195,373,0,3452,775,181,1233,278,394,2018,06075016500,0.6646619281939129,0.06797885912156006,0.10989611809732094,0.09422270821942774,0.2757548845470693,0.7242451154529307,0.7857275254865617,0.10898980537534754,0.03614457831325301,0.06913809082483781,0.0,0.2245075318655852,0.052433371958285055,0.3571842410196987,0.08053302433371959,0.11413673232908457
8445,"Census Tract 307, San Francisco County, California",7022,3586,272,1835,779,6,75,30700,3219.0,146618.0,2684,2180,504,6943,6091,630,88,50,84,3541,2101,258,748,51,98,2018,06075030700,0.5106807177442324,0.03873540301908288,0.2613215608088864,0.11093705497009397,0.8122205663189269,0.18777943368107305,0.8772864755869221,0.09073887368572664,0.012674636324355466,0.0072014979115656045,0.01209851649143022,0.5933352160406665,0.07286077379271393,0.211239762778876,0.014402711098559728,0.027675797797232417
8446,"Census Tract 351, San Francisco County, California",9053,2890,133,4546,613,6,75,35100,1985.0,121156.0,2855,1598,1257,8990,8185,426,155,29,195,4804,2240,534,1182,191,42,2018,06075035100,0.3192311940793107,0.014691262564895616,0.5021539821053794,0.06771236054346626,0.5597197898423818,0.4402802101576182,0.9104560622914348,0.04738598442714127,0.017241379310344827,0.0032258064516129032,0.021690767519466074,0.466278101582015,0.11115736885928393,0.24604496253122402,0.039758534554537886,0.008742714404662781
8447,"Census Tract 130, San Francisco County, California",4863,4074,0,420,175,6,75,13000,2169.0,161397.0,2535,512,2023,4771,4058,452,188,73,0,3622,992,387,1179,57,294,2018,06075013000,0.8377544725478101,0.0,0.0863664404688464,0.035986016862019334,0.2019723865877712,0.7980276134122288,0.8505554391112974,0.09473904841752254,0.03940473695242088,0.015300775518759168,0.0,0.2738818332413032,0.10684704583103258,0.3255107675317504,0.015737161789066815,0.0811706239646604
8448,"Census Tract 260.02, San Francisco County, California",3527,780,190,1453,940,6,75,26002,2145.0,100000.0,976,772,204,3493,3185,137,71,84,16,1943,822,179,793,66,11,2018,06075026002,0.2211511199319535,0.05387014459880919,0.4119648426424724,0.2665154522256876,0.7909836065573771,0.20901639344262296,0.9118236472945892,0.03922129974234183,0.020326367019753797,0.02404809619238477,0.004580589750930432,0.42305712815234175,0.092125579001544,0.4081317550180134,0.03396809058157488,0.005661348430262481
8449,"Census Tract 264.02, San Francisco County, California",5164,432,422,2361,1708,6,75,26402,2380.0,82010.0,1214,810,404,5016,4218,641,79,4,74,2734,1470,323,771,0,11,2018,06075026402,0.08365608055770721,0.08171959721146398,0.4572037180480248,0.3307513555383424,0.6672158154859967,0.3327841845140033,0.8409090909090909,0.12779106858054226,0.015749601275917062,0.0007974481658692185,0.01475279106858054,0.5376737381126554,0.11814191660570593,0.28200438917337234,0.0,0.004023408924652524
8450,"Census Tract 303.01, San Francisco County, California",5663,2318,118,2418,370,6,75,30301,2149.0,141125.0,2291,1310,981,5582,4829,354,187,95,117,3137,1157,449,900,146,160,2018,06075030301,0.4093236800282536,0.020837012184354586,0.42698216493024893,0.06533639413738301,0.5718027062418158,0.4281972937581842,0.8651021139376568,0.06341812970261555,0.03350053744177714,0.017018989609458975,0.02096022930849158,0.3688237169270003,0.14313037934332165,0.2868983104877271,0.04654128147912018,0.05100414408670705
8451,"Census Tract 308, San Francisco County, California",6584,3131,314,2262,725,6,75,30800,2270.0,152351.0,2278,1627,651,6554,6195,133,6,183,37,3459,1149,253,1365,62,342,2018,06075030800,0.475546780072904,0.0476913730255164,0.3435601458080195,0.11011543134872416,0.7142230026338894,0.2857769973661106,0.9452242905096124,0.02029295086969789,0.0009154714678059199,0.02792187976808056,0.005645407384803174,0.33217692974848223,0.0731425267418329,0.3946227233304424,0.01792425556519225,0.09887250650477017
8452,"Census Tract 254.02, San Francisco County, California",3284,1299,93,1010,806,6,75,25402,1969.0,129405.0,1118,761,357,3228,2898,220,19,66,25,1958,1173,130,449,3,97,2018,06075025402,0.39555420219244825,0.028319123020706456,0.30755176613885504,0.2454323995127893,0.6806797853309481,0.31932021466905186,0.8977695167286245,0.06815365551425033,0.005885997521685254,0.02044609665427509,0.007744733581164807,0.5990806945863125,0.06639427987742594,0.2293156281920327,0.0015321756894790602,0.04954034729315628
8453,"Census Tract 479.01, San Francisco County, California",7597,2949,87,3868,370,6,75,47901,1767.0,99750.0,2669,1490,1179,7597,6770,496,222,84,25,4142,1569,856,990,207,191,2018,06075047901,0.388179544557062,0.011451888903514543,0.5091483480321181,0.048703435566671054,0.5582615211689771,0.4417384788310229,0.8911412399631433,0.06528892984072661,0.029222061340002638,0.0110569961827037,0.00329077267342372,0.3788025108643168,0.2066634476098503,0.23901496861419605,0.04997585707387736,0.046112988894253984
8454,"Census Tract 262, San Francisco County, California",7583,490,91,5475,1358,6,75,26200,1574.0,77928.0,1995,1280,715,7544,7240,151,75,6,72,4040,1892,453,1416,0,97,2018,06075026200,0.06461822497692206,0.012000527495714095,0.7220097586707108,0.17908479493604115,0.6416040100250626,0.3583959899749373,0.9597030752916224,0.02001590668080594,0.009941675503711559,0.0007953340402969247,0.009544008483563095,0.4683168316831683,0.11212871287128713,0.3504950495049505,0.0,0.02400990099009901
8455,"Census Tract 216, San Francisco County, California",4345,2443,199,747,489,6,75,21600,2607.0,143929.0,2116,1376,740,4273,3713,357,109,18,76,2457,899,124,1046,58,37,2018,06075021600,0.5622554660529344,0.04579976985040276,0.171921749136939,0.11254315304948216,0.6502835538752363,0.3497164461247637,0.8689445354551837,0.08354785864732038,0.025509010063187457,0.004212497074654809,0.017786098759653642,0.3658933658933659,0.05046805046805047,0.42572242572242575,0.02360602360602361,0.015059015059015059
8456,"Census Tract 309, San Francisco County, California",7314,3125,159,3208,473,6,75,30900,2796.0,171595.0,2343,2178,165,7314,6583,413,304,0,14,3747,1920,436,812,34,231,2018,06075030900,0.4272627837024884,0.021739130434782608,0.4386108832376265,0.06467049494120865,0.9295774647887324,0.07042253521126761,0.9000546896363141,0.056467049494120874,0.04156412359857807,0.0,0.001914137270987148,0.5124099279423538,0.11635975447024285,0.2167066986922872,0.009073925807312515,0.06164931945556445
8822,"Census Tract 477.01, San Francisco County, California",4469,1675,0,2059,328,6,75,47701,1713.0,86848.0,2024,724,1300,4423,3909,240,116,125,33,2707,1019,185,1189,24,54,2018,06075047701,0.3748042067576639,0.0,0.4607294696800179,0.07339449541284404,0.3577075098814229,0.642292490118577,0.8837892832918833,0.05426181324892607,0.026226543070314263,0.028261361067148993,0.007460999321727334,0.3764314739564093,0.06834133727373476,0.4392316217214629,0.008865903213889916,0.01994828223125231
8823,"Census Tract 477.02, San Francisco County, California",3877,1616,29,1861,241,6,75,47702,1703.0,98958.0,1512,652,860,3844,3688,69,19,68,0,2145,842,211,724,160,93,2018,06075047702,0.4168171266443126,0.007480010317255609,0.48001031725561,0.06216146505029663,0.4312169312169312,0.5687830687830688,0.9594172736732571,0.017950052029136316,0.004942767950052029,0.017689906347554633,0.0,0.39254079254079255,0.09836829836829836,0.33752913752913755,0.07459207459207459,0.04335664335664336
8824,"Census Tract 605.02, San Francisco County, California",3488,115,880,1278,995,6,75,60502,338.0,26350.0,997,212,785,3464,3201,236,24,0,3,1265,468,157,611,7,0,2018,06075060502,0.03297018348623853,0.25229357798165136,0.3663990825688073,0.2852637614678899,0.21263791374122368,0.7873620862587764,0.9240762124711316,0.06812933025404158,0.006928406466512702,0.0,0.0008660508083140878,0.3699604743083004,0.1241106719367589,0.48300395256917,0.005533596837944664,0.0
8825,"Census Tract 607, San Francisco County, California",12180,4312,568,5225,1781,6,75,60700,3017.0,158667.0,5870,1980,3890,11873,8807,1080,718,673,595,7571,1668,675,2494,279,1716,2018,06075060700,0.35402298850574715,0.046633825944170766,0.4289819376026273,0.14622331691297208,0.3373083475298126,0.6626916524701874,0.7417670344479069,0.09096268845279204,0.060473342878800636,0.05668323085993431,0.05011370336056599,0.22031435741645752,0.08915598996169595,0.3294148725399551,0.03685114251750099,0.2266543389248448
8826,"Census Tract 479.02, San Francisco County, California",3771,1595,22,1503,195,6,75,47902,1930.0,94688.0,1516,751,765,3732,3260,208,158,58,48,2071,1002,58,512,54,137,2018,06075047902,0.4229647308406258,0.005833996287456907,0.3985680190930788,0.051710421638822585,0.4953825857519789,0.5046174142480211,0.8735262593783494,0.055734190782422297,0.04233654876741694,0.015541264737406215,0.012861736334405145,0.4838242394978272,0.02800579430226944,0.2472235634958957,0.02607436021245775,0.06615161757605023
8827,"Census Tract 604, San Francisco County, California",1557,830,66,462,135,6,75,60400,1707.0,64153.0,989,174,815,1557,1218,115,133,12,79,700,483,107,86,6,1,2018,06075060400,0.5330764290301863,0.04238921001926782,0.29672447013487474,0.08670520231213873,0.17593528816986856,0.8240647118301314,0.7822736030828517,0.07385998715478484,0.08542068079640333,0.007707129094412331,0.05073859987154785,0.69,0.15285714285714286,0.12285714285714285,0.008571428571428572,0.0014285714285714286
8828,"Census Tract 109, San Francisco County, California",4510,3149,94,1046,91,6,75,10900,2346.0,145417.0,2547,542,2005,4510,3738,400,160,157,55,3094,673,123,956,49,680,2018,06075010900,0.6982261640798226,0.020842572062084255,0.2319290465631929,0.020177383592017737,0.21279937180997247,0.7872006281900275,0.8288248337028825,0.08869179600886919,0.03547671840354767,0.034811529933481154,0.012195121951219513,0.21751777634130576,0.03975436328377505,0.3089851325145443,0.01583710407239819,0.21978021978021975
8829,"Census Tract 118, San Francisco County, California",1477,139,1,1295,21,6,75,11800,684.0,29338.0,735,12,723,1477,1362,57,9,21,28,743,67,20,293,7,320,2018,06075011800,0.0941096817874069,0.0006770480704129992,0.8767772511848341,0.014218009478672985,0.0163265306122449,0.9836734693877552,0.9221394719025052,0.03859174001354096,0.006093432633716994,0.014218009478672985,0.018957345971563986,0.0901749663526245,0.026917900403768503,0.3943472409152086,0.009421265141318977,0.4306864064602961
8830,"Census Tract 121, San Francisco County, California",4002,1751,192,1120,777,6,75,12100,1673.0,72806.0,2176,133,2043,4000,2821,387,347,264,181,2586,167,56,793,37,1027,2018,06075012100,0.4375312343828086,0.047976011994003004,0.2798600699650175,0.19415292353823088,0.06112132352941176,0.9388786764705882,0.70525,0.09675,0.08675,0.066,0.04525,0.06457849961330239,0.021655065738592418,0.3066511987625677,0.01430781129156999,0.39713843774168606
8831,"Census Tract 128, San Francisco County, California",4436,3564,1,249,538,6,75,12800,2211.0,154917.0,2295,776,1519,4324,3510,418,136,211,49,2822,1023,203,1077,134,172,2018,06075012800,0.8034265103697025,0.0002254283137962128,0.056131650135256984,0.12128043282236248,0.3381263616557734,0.6618736383442266,0.8117483811285846,0.09666975023126737,0.03145235892691952,0.04879740980573543,0.011332099907493063,0.3625088589652729,0.07193479801559177,0.3816442239546421,0.04748405386250886,0.06094968107725018
8832,"Census Tract 155, San Francisco County, California",3532,1653,67,1279,312,6,75,15500,1322.0,64412.0,2324,261,2063,3532,2785,394,164,125,64,1985,422,44,798,54,361,2018,06075015500,0.4680067950169876,0.018969422423556058,0.3621177802944507,0.08833522083805209,0.11230636833046473,0.8876936316695353,0.7885050962627407,0.1115515288788222,0.0464326160815402,0.035390713476783686,0.01812004530011325,0.21259445843828714,0.02216624685138539,0.402015113350126,0.027204030226700253,0.18186397984886649
8833,"Census Tract 161, San Francisco County, California",5140,1180,1660,1553,344,6,75,16100,762.0,22500.0,2544,213,2331,5140,4483,260,202,129,66,2201,580,33,1105,94,209,2018,06075016100,0.22957198443579765,0.3229571984435798,0.30214007782101165,0.0669260700389105,0.08372641509433963,0.9162735849056604,0.8721789883268483,0.05058365758754864,0.03929961089494163,0.02509727626459144,0.012840466926070037,0.2635165833711949,0.014993184915947297,0.5020445252158111,0.04270786006360745,0.09495683780099956
8834,"Census Tract 163, San Francisco County, California",4745,2855,376,625,567,6,75,16300,2153.0,148365.0,2023,422,1601,4730,3965,416,159,148,42,3387,664,291,1107,537,384,2018,06075016300,0.6016859852476291,0.07924130663856692,0.13171759747102213,0.11949420442571128,0.20860108749382106,0.7913989125061791,0.8382663847780126,0.0879492600422833,0.033615221987315015,0.03128964059196617,0.00887949260042283,0.19604369648656628,0.08591674047829938,0.32683790965456155,0.15854738706820196,0.1133746678476528
8835,"Census Tract 176.01, San Francisco County, California",9244,2285,1153,3970,1261,6,75,17601,995.0,46563.0,5273,247,5026,9204,7428,718,505,398,155,5649,789,0,2027,226,2105,2018,06075017601,0.24718736477715275,0.12472955430549545,0.42946776287321503,0.13641280830809174,0.046842404703205005,0.9531575952967951,0.8070404172099087,0.07800956106040853,0.05486744893524555,0.04324206866579748,0.016840504128639727,0.13967073818374934,0.0,0.3588245707204815,0.04000708089927421,0.3726323243051868
8836,"Census Tract 201, San Francisco County, California",6039,1972,345,977,2398,6,75,20100,1126.0,46750.0,3309,619,2690,5884,4498,722,189,378,97,3452,532,77,1757,282,586,2018,06075020100,0.32654412982281833,0.057128663686040734,0.16178175194568634,0.3970856102003643,0.18706557872469026,0.8129344212753098,0.7644459551325629,0.12270564242012234,0.03212100611828688,0.06424201223657376,0.016485384092454113,0.1541135573580533,0.022305909617612973,0.5089803012746235,0.0816917728852839,0.16975666280417148
8837,"Census Tract 206, San Francisco County, California",5203,3775,147,617,358,6,75,20600,2112.0,147213.0,2738,1057,1681,5120,4392,308,158,90,172,3372,973,148,1428,216,144,2018,06075020600,0.7255429559869306,0.028252931001345374,0.1185854314818374,0.0688064578128003,0.3860482103725347,0.6139517896274653,0.8578125,0.06015625,0.030859375,0.017578125,0.03359375,0.28855278766310793,0.043890865954922885,0.4234875444839858,0.06405693950177936,0.04270462633451957
8838,"Census Tract 209, San Francisco County, California",4746,1975,116,611,1889,6,75,20900,1601.0,106875.0,1887,278,1609,4730,4052,285,191,159,43,3156,582,154,1654,241,250,2018,06075020900,0.4161399072903498,0.024441635061104087,0.12873999157184998,0.3980193847450485,0.14732379438261792,0.8526762056173821,0.8566596194503171,0.06025369978858351,0.04038054968287527,0.033615221987315015,0.00909090909090909,0.1844106463878327,0.048795944233206594,0.5240811153358682,0.07636248415716096,0.07921419518377694
8839,"Census Tract 218, San Francisco County, California",4332,2947,149,447,594,6,75,21800,1925.0,173372.0,1868,1086,782,4284,3553,354,183,156,38,2535,1023,116,910,116,55,2018,06075021800,0.680286241920591,0.034395198522622336,0.10318559556786704,0.1371191135734072,0.5813704496788008,0.4186295503211992,0.8293650793650794,0.08263305322128851,0.04271708683473389,0.036414565826330535,0.008870214752567693,0.4035502958579882,0.04575936883629191,0.35897435897435903,0.04575936883629191,0.021696252465483238
8840,"Census Tract 226, San Francisco County, California",2648,1540,106,584,242,6,75,22600,3151.0,186318.0,1241,529,712,2594,1859,337,149,181,68,2000,382,105,835,234,228,2018,06075022600,0.5815709969788521,0.04003021148036254,0.22054380664652568,0.09138972809667674,0.4262691377921031,0.5737308622078968,0.7166538164996145,0.12991518889745568,0.05744024672320741,0.0697764070932922,0.026214340786430226,0.191,0.0525,0.4175,0.11699999999999999,0.114
8841,"Census Tract 231.02, San Francisco County, California",4526,203,2391,731,719,6,75,23102,596.0,31065.0,1579,501,1078,4401,4118,216,29,17,21,1707,776,292,524,19,78,2018,06075023102,0.0448519664162616,0.5282810428634556,0.1615112682280159,0.15885992045956696,0.31728942368587715,0.6827105763141229,0.935696432628948,0.049079754601227,0.006589411497386958,0.0038627584639854577,0.004771642808452625,0.4545987111892209,0.17106033977738722,0.30697129466901,0.011130638547158758,0.04569420035149385
8842,"Census Tract 251, San Francisco County, California",3573,1812,302,596,620,6,75,25100,1821.0,153021.0,1327,968,359,3548,3134,316,88,10,0,2061,723,242,597,132,90,2018,06075025100,0.5071368597816961,0.08452280996361601,0.16680660509375875,0.17352364959417854,0.7294649585531273,0.2705350414468726,0.883314543404735,0.08906426155580609,0.02480270574971815,0.002818489289740699,0.0,0.3508005822416303,0.11741872877244056,0.28966521106259097,0.06404657933042213,0.04366812227074236
8843,"Census Tract 170, San Francisco County, California",4268,3041,69,667,202,6,75,17000,2504.0,185435.0,2230,1227,1003,4228,3631,311,89,118,79,3101,902,68,1365,107,240,2018,06075017000,0.7125117150890347,0.016166822867853797,0.1562792877225867,0.047328959700093716,0.5502242152466368,0.4497757847533632,0.85879848628193,0.07355723746452224,0.021050141911069062,0.027909176915799437,0.01868495742667928,0.290873911641406,0.0219284101902612,0.4401805869074492,0.0345049983876169,0.07739438890680425
8844,"Census Tract 180, San Francisco County, California",3091,1395,382,753,321,6,75,18000,2553.0,148698.0,1289,543,746,3091,1814,695,390,148,44,1888,203,86,516,158,667,2018,06075018000,0.4513102555807182,0.12358460045292785,0.2436104820446457,0.10384988676803623,0.4212567882079131,0.5787432117920869,0.5868650922031705,0.22484632804917504,0.1261727596247169,0.047880944678097705,0.014234875444839857,0.10752118644067796,0.04555084745762712,0.2733050847457627,0.0836864406779661,0.3532838983050847
8845,"Census Tract 215, San Francisco County, California",5435,3418,194,497,934,6,75,21500,2363.0,146638.0,2466,1168,1298,5322,4384,476,202,184,76,3677,1194,155,1489,261,37,2018,06075021500,0.6288868445262189,0.035694572217111316,0.09144434222631097,0.1718491260349586,0.4736415247364152,0.5263584752635847,0.823750469748215,0.08944006012777153,0.03795565576850808,0.03457346862081924,0.01428034573468621,0.3247212401414196,0.04215392983410389,0.4049496872450367,0.07098177862387818,0.010062550992657055
9900,"Census Tract 228.03, San Francisco County, California",5117,1775,153,631,2431,6,75,22803,2085.0,123000.0,1580,623,957,5069,4346,341,240,106,36,3278,804,144,1232,393,308,2018,06075022803,0.3468829392222005,0.029900332225913626,0.12331444205589212,0.4750830564784053,0.3943037974683544,0.6056962025316456,0.8573683172223319,0.06727165121325705,0.04734661668968238,0.020911422371276387,0.007101992503452358,0.24527150701647346,0.04392922513727883,0.3758389261744967,0.1198901769371568,0.09395973154362416
9904,"Census Tract 264.04, San Francisco County, California",2843,131,288,1443,722,6,75,26404,1422.0,54805.0,701,386,315,2800,2724,10,22,0,44,1377,663,112,416,0,27,2018,06075026404,0.04607808652831516,0.10130144213858601,0.5075624340485403,0.2539570875835385,0.5506419400855921,0.449358059914408,0.9728571428571428,0.0035714285714285718,0.007857142857142858,0.0,0.015714285714285715,0.4814814814814815,0.0813362381989833,0.3021060275962237,0.0,0.0196078431372549
9905,"Census Tract 306, San Francisco County, California",2516,1301,18,639,366,6,75,30600,3197.0,172500.0,896,744,152,2457,2295,99,45,11,7,1098,599,54,345,21,25,2018,06075030600,0.5170906200317965,0.007154213036565978,0.2539745627980922,0.14546899841017488,0.8303571428571429,0.16964285714285715,0.934065934065934,0.040293040293040296,0.01831501831501832,0.004477004477004477,0.0028490028490028487,0.5455373406193078,0.049180327868852465,0.3142076502732241,0.01912568306010929,0.022768670309653915
9906,"Census Tract 310, San Francisco County, California",3520,1670,68,1228,426,6,75,31000,1894.0,153456.0,1307,1053,254,3473,3165,188,88,13,19,1709,860,228,434,19,24,2018,06075031000,0.4744318181818182,0.019318181818181814,0.3488636363636364,0.12102272727272728,0.8056618209640398,0.1943381790359602,0.9113158652461848,0.05413187446012093,0.025338324215375758,0.0037431615318168727,0.005470774546501585,0.5032182562902282,0.1334113516676419,0.25394967817437103,0.011117612638970159,0.014043300175541252
