APN_old,APN,address,project_name,jurisdiction_id,unit,tenure,date_submit,vli_dr,vli_ndr,li_dr,li_ndr,mi_dr,mi_ndr,ami,proposed,approved,disapproved,SB35,notes
,5434A007,1886 DONNER AV,,2018-002706PRJ,ADU,R,2018-02-16,0,0,0,0,0,1,0,1,1,0,No,
,2853009,998 BURNETT AV,,2018-002705PRJ,ADU,R,2018-02-20,0,0,0,0,0,1,0,1,1,0,No,
,5360024B,1539 SHAFTER AV,,2018-002707PRJ,ADU,R,2018-02-20,0,0,0,0,0,1,0,1,1,0,No,
,2406037,2451 19TH AV,,2018-007384PRJ,ADU,R,2018-05-18,0,0,0,0,0,1,0,1,1,0,No,
,1729006,1235 21ST AV,,2018-007388PRJ,ADU,R,2018-05-17,0,0,0,0,0,1,0,1,1,0,No,
,2163028,2082 44TH AV,,2018-009416PRJ,ADU,R,2018-06-28,0,0,0,0,0,1,0,1,1,0,No,
,3633009,46 ALVARADO ST,,2018-009424PRJ,ADU,R,2018-06-29,0,0,0,0,0,1,0,1,1,0,No,
,5853015,194 GAVEN ST,,2018-009413PRJ,ADU,R,2018-07-06,0,0,0,0,0,1,0,1,1,0,No,
,7092064,255 MINERVA ST,,2018-006321PRJ,ADU,R,2018-04-25,0,0,0,0,0,1,0,1,1,0,No,
,1553044,500 11TH AV,,2018-007391PRJ,ADU,R,2018-05-14,0,0,0,0,0,1,0,1,1,0,No,
,0604016,2350 WASHINGTON ST,,2018-007450PRJ,ADU,R,2018-05-01,0,0,0,0,0,1,0,1,1,0,No,
,0104027A,10 NOBLES AL,,2018-002575PRJ,ADU,R,2018-02-15,0,0,0,0,0,1,0,1,1,0,No,
,5330030,1983 PALOU AV,,2018-003472PRJ,ADU,R,2018-03-06,0,0,0,0,0,1,0,1,1,0,No,
,6578027,1475 CHURCH ST,,2018-007641PRJ,ADU,R,2018-05-22,0,0,0,0,0,1,0,1,1,0,No,
,0840019,445 OAK ST,,2018-007474PRJ,ADU,R,2018-05-01,0,0,0,0,0,1,0,1,1,0,No,
,6414034,1276 GENEVA AV,,2018-007495PRJ,ADU,R,2018-05-07,0,0,0,0,0,1,0,1,1,0,No,
,7116010,147 BRIGHT ST,,2018-007605PRJ,ADU,R,2018-05-09,0,0,0,0,0,1,0,1,1,0,No,
,0856011A,86 WALLER ST,,2018-007462PRJ,2 to 4,O,2018-05-17,0,0,0,0,0,0,1,1,1,0,No,
,5720034,73 LEESE ST,,2018-007172PRJ,ADU,R,2018-05-02,0,0,0,0,0,1,0,1,1,0,No,
,1711019D,3844 IRVING ST,,2018-007907PRJ,ADU,R,2018-05-31,0,0,0,0,0,1,0,1,1,0,No,
,1372021,5020 CALIFORNIA ST,,2018-006175PRJ,ADU,R,2018-04-19,0,0,0,0,0,1,0,1,1,0,No,
,6053019,534 WOOLSEY ST,,2018-006246PRJ,ADU,R,2018-03-22,0,0,0,0,0,1,0,1,1,0,No,
,1444013,363 12TH AV,,2018-008058PRJ,ADU,R,2018-05-29,0,0,0,0,0,1,0,1,1,0,No,
,5862A027,11 UNIVERSITY ST,,2018-010107PRJ,ADU,R,2018-07-03,0,0,0,0,0,1,0,1,1,0,No,
,3977001J,2005 17TH ST,,2018-009397PRJ,ADU,R,2018-06-25,0,0,0,0,0,1,0,1,1,0,No,
,1598022A,4542 CABRILLO ST,,2018-003462PRJ,ADU,R,2018-03-08,0,0,0,0,0,1,0,1,1,0,No,
,1772007,1318 18TH AV,,2018-003466PRJ,ADU,R,2018-02-21,0,0,0,0,0,1,0,1,1,0,No,
,3601075,695 NOE ST,,2018-002346PRJ,ADU,R,2018-02-12,0,0,0,0,0,1,0,1,1,0,No,
,2344A002,2307 15TH AV,,2018-002721PRJ,ADU,R,2018-02-21,0,0,0,0,0,1,0,1,1,0,No,
,0115063,451 UNION ST,,2018-007194PRJ,ADU,R,2018-05-15,0,0,0,0,0,1,0,1,1,0,No,
,1367028,190 08TH AV,,2018-006086PRJ,ADU,R,2018-04-12,0,0,0,0,0,1,0,1,1,0,No,
,6943057,206 HOLLOWAY AV,,2018-004429PRJ,ADU,R,2018-03-28,0,0,0,0,0,1,0,1,1,0,No,
,5071009,250 TOCOLOMA AV,,2018-004645PRJ,ADU,R,2018-03-30,0,0,0,0,0,1,0,1,1,0,No,
,1054027,2883 BUSH ST,,2018-006247PRJ,ADU,R,2018-04-11,0,0,0,0,0,1,0,1,1,0,No,
,0050020,651 FRANCISCO ST,,2018-010348PRJ,ADU,R,2018-07-26,0,0,0,0,0,1,0,1,1,0,No,
,7018047,225 GRAFTON AV,,2018-009816PRJ,ADU,R,2018-07-10,0,0,0,0,0,1,0,1,1,0,No,
,1894016,1569 48TH AV,,2018-009815PRJ,2 to 4,O,2018-03-05,0,0,0,0,0,0,1,1,1,0,No,
,2385042A,2400 41ST AV,,2018-007776PRJ,ADU,R,2018-05-25,0,0,0,0,0,1,0,1,1,0,No,
,3655063,1006 NOE ST,,2018-007525PRJ,ADU,R,2018-05-17,0,0,0,0,0,1,0,1,1,0,No,
,2032021,1738 18TH AV,,2018-008038PRJ,ADU,R,2018-06-04,0,0,0,0,0,1,0,1,1,0,No,
,1562006A,531 19TH AV,,2018-008406PRJ,2 to 4,O,2018-03-22,0,0,0,0,0,0,1,1,1,0,No,
,1742014,1275 08TH AV,,2018-008232PRJ,ADU,R,2018-06-05,0,0,0,0,0,1,0,1,1,0,No,
,1177030,1847 MCALLISTER ST,,2018-008818PRJ,ADU,R,2018-06-20,0,0,0,0,0,1,0,1,1,0,No,
,5361011,1566 UNDERWOOD AV,,2018-008225PRJ,ADU,R,2018-05-08,0,0,0,0,0,1,0,1,1,0,No,
,2626005,32 ORD ST,,2014-000174PRJ,2 to 4,O,2018-05-31,0,0,0,0,0,0,1,1,1,0,No,
,1918032,1662 26TH AV,,2018-008048PRJ,ADU,R,2018-04-27,0,0,0,0,0,1,0,1,1,0,No,
,2091040,1942 44TH AV,,2018-008275PRJ,ADU,R,2018-06-07,0,0,0,0,0,1,0,1,1,0,No,
,5676017,377 ELSIE ST,,2018-009058PRJ,ADU,R,2018-06-26,0,0,0,0,0,1,0,1,1,0,No,
,6482034,61 ROYAL LN,,2018-008036PRJ,ADU,R,2018-06-01,0,0,0,0,0,1,0,1,1,0,No,
,5900019,22 WEST VIEW AV,,2018-006904PRJ,ADU,R,2018-05-08,0,0,0,0,0,1,0,1,1,0,No,
,1222011,1438 PAGE ST,,2018-003440PRJ,ADU,R,2018-03-06,0,0,0,0,0,1,0,1,1,0,No,
,6252028,65 CORA ST,,2018-003518PRJ,ADU,R,2018-03-09,0,0,0,0,0,1,0,1,1,0,No,
,1067034,48 COOK ST,,2017-010174PRJ,SFD,O,2018-05-10,0,0,0,0,0,0,1,1,1,0,No,
,2041035,1726 09TH AV,,2018-000779PRJ,ADU,R,2018-01-08,0,0,0,0,0,1,0,1,1,0,No,
,1567038,694 25TH AV,,2018-008856PRJ,ADU,R,2018-06-20,0,0,0,0,0,1,0,1,1,0,No,
,1226014,1864 PAGE ST,,2018-003001PRJ,ADU,R,2018-02-22,0,0,0,0,0,1,0,1,1,0,No,
,1431020,124 CLEMENT ST,,2018-003091PRJ,ADU,R,2018-02-27,0,0,0,0,0,1,0,1,1,0,No,
,2317001,2215 RIVERA ST,,2018-001333PRJ,ADU,R,2018-01-23,0,0,0,0,0,1,0,1,1,0,No,
,0779015,904 STEINER ST,,2018-002110PRJ,2 to 4,O,2018-02-02,0,0,0,0,0,0,1,1,1,0,No,
,0516003,3043 WEBSTER ST,,2018-002262PRJ,ADU,R,2018-02-09,0,0,0,0,0,1,0,1,1,0,No,
,1825002A,1427 28TH AV,,2018-002109PRJ,ADU,R,2018-02-02,0,0,0,0,0,1,0,1,1,0,No,
,6016005,234 LISBON ST,,2018-002258PRJ,ADU,R,2018-02-09,0,0,0,0,0,1,0,1,1,0,No,
,1782009,1355 27TH AV,,2018-002270PRJ,ADU,R,2018-01-18,0,0,0,0,0,1,0,1,1,0,No,
,0133017,446 VALLEJO ST,,2018-002202PRJ,ADU,R,2018-02-08,0,0,0,0,0,1,0,1,1,0,No,
,3584003,512 SANCHEZ ST,,2018-003148PRJ,ADU,R,2018-03-01,0,0,0,0,0,1,0,1,1,0,No,
,0951025,2637 UNION ST,,2018-000739PRJ,2 to 4,O,2018-01-08,0,0,0,0,0,0,1,1,1,0,No,
,7029002B,43 RESTANI WY,,2018-000857PRJ,ADU,R,2018-01-09,0,0,0,0,0,1,0,1,1,0,No,
,5395064,27 LEDYARD ST,,2018-003441PRJ,ADU,R,2018-02-13,0,0,0,0,0,1,0,1,1,0,No,
,6655047,45 WHITNEY ST,,2018-001384PRJ,ADU,R,2018-01-08,0,0,0,0,0,1,0,1,1,0,No,
,7048023,112 LAKEVIEW AV,,2018-010245PRJ,ADU,R,2018-07-19,0,0,0,0,0,1,0,1,1,0,No,
,5521025,295 COSO AV,,2018-001607PRJ,ADU,R,2018-01-22,0,0,0,0,0,1,0,1,1,0,No,
,1195001D,123 ASHBURY ST,,2018-001646PRJ,ADU,R,2018-01-29,0,0,0,0,0,1,0,1,1,0,No,
,0221005,1260 SACRAMENTO ST,,2017-016437PRJ,SFD,O,2018-01-26,0,0,0,0,0,0,1,1,1,0,No,
,7103055,452 PLYMOUTH AV,,2018-001744PRJ,ADU,R,2018-01-30,0,0,0,0,0,1,0,1,1,0,No,
,2052A023,1800 16TH AV,,2018-005650PRJ,ADU,R,2018-04-10,0,0,0,0,0,1,0,1,1,0,No,
,3602065,667 CASTRO ST,,2018-005561PRJ,ADU,R,2018-01-10,0,0,0,0,0,1,0,1,1,0,No,
,5697043,145 BRONTE ST,,2018-001946PRJ,SFD,O,2018-02-02,0,0,0,0,0,0,1,1,1,0,No,
,2078018,3426 ORTEGA ST,,2018-006085PRJ,ADU,R,2018-04-20,0,0,0,0,0,1,0,1,1,0,No,
,1622008,643 22ND AV,,2018-008967PRJ,ADU,R,2018-06-21,0,0,0,0,0,1,0,1,1,0,No,
,4094014,878 RHODE ISLAND ST,,2018-006555PRJ,2 to 4,O,2018-04-24,0,0,0,0,0,0,1,1,1,0,No,
,3594020,861 SOUTH VAN NESS AV,,2017-015118PRJ,2 to 4,O,2018-03-26,0,0,0,0,0,0,1,1,1,0,No,
,2378031,2466 GREAT HY,,2018-005998PRJ,ADU,R,2018-04-13,0,0,0,0,0,1,0,1,1,0,No,
,2747005C,3533 MARKET ST,,2018-006113PRJ,ADU,R,2018-03-22,0,0,0,0,0,1,0,1,1,0,No,
,1909025,1646 35TH AV,,2018-005844PRJ,ADU,R,2018-04-02,0,0,0,0,0,1,0,1,1,0,No,
,1115001,71 TERRA VISTA AV,,2018-008902PRJ,ADU,R,2018-06-20,0,0,0,0,0,1,0,1,1,0,No,
,0856012,100 LAGUNA ST,,2018-002892PRJ,ADU,R,2018-02-23,0,0,0,0,0,1,0,1,1,0,No,
,1814016,1477 39TH AV,,2018-002779PRJ,ADU,R,2018-01-29,0,0,0,0,0,1,0,1,1,0,No,
,7219004B,222 EUCALYPTUS DR,,2018-002943PRJ,ADU,R,2018-02-26,0,0,0,0,0,1,0,1,1,0,No,
,0915012B,2047 JEFFERSON ST,,2018-002888PRJ,ADU,R,2018-02-16,0,0,0,0,0,1,0,1,1,0,No,
,1452038,322 21ST AV,,2018-003208PRJ,2 to 4,O,2018-03-01,0,0,0,0,0,0,1,1,1,0,No,
,6616013,30 VALLEY ST,,2018-001958PRJ,ADU,R,2018-02-02,0,0,0,0,0,1,0,1,1,0,No,
,1064040,170 COMMONWEALTH AV,,2018-002946PRJ,ADU,R,2018-02-16,0,0,0,0,0,1,0,1,1,0,No,
,1187009E,1851 FULTON ST,,2018-001986PRJ,ADU,R,2018-01-23,0,0,0,0,0,1,0,1,1,0,No,
,1238032,941 PAGE ST,,2018-001989PRJ,ADU,R,2018-01-23,0,0,0,0,0,1,0,1,1,0,No,
,0824007,1179 HAYES ST,,2018-002677PRJ,ADU,R,2018-02-20,0,0,0,0,0,1,0,1,1,0,No,
,1508031,534 37TH AV,,2018-002411PRJ,ADU,R,2018-02-05,0,0,0,0,0,1,0,1,1,0,No,
,0829015,522 OAK ST,,2018-002404PRJ,ADU,R,2018-02-13,0,0,0,0,0,1,0,1,1,0,No,
,3540092,191 HENRY ST,,2018-002475PRJ,ADU,R,2018-02-01,0,0,0,0,0,1,0,1,1,0,No,
,4940022,1366 GILMAN AV,,2018-002884PRJ,ADU,R,2018-02-22,0,0,0,0,0,1,0,1,1,0,No,
,1270067A,136 DELMAR ST,,2017-001095PRJ,2 to 4,O,2018-04-05,0,0,0,0,0,0,1,1,1,0,No,
,1834006,1463 19TH AV,,2018-009386PRJ,ADU,R,2018-07-03,0,0,0,0,0,1,0,1,1,0,No,
,0638004,2120 CALIFORNIA ST,,2018-009159PRJ,ADU,R,2018-04-05,0,0,0,0,0,1,0,1,1,0,No,
,4760018B,1441 QUESADA AV,,2018-009082PRJ,ADU,R,2018-06-26,0,0,0,0,0,1,0,1,1,0,No,
,1031026,3169 CALIFORNIA ST,,2018-001097PRJ,ADU,R,2018-01-05,0,0,0,0,0,1,0,1,1,0,No,
,0844020,336 PIERCE ST,,2015-006356PRJ,SFD,O,2018-06-22,0,0,0,0,0,0,1,1,1,0,No,
,1341026,27 17TH AV,,2017-000987PRJ,SFD,O,2018-06-25,0,0,0,0,0,0,1,1,1,0,No,
,1603049,4025 BALBOA ST,,2018-009033PRJ,ADU,R,2018-06-18,0,0,0,0,0,1,0,1,1,0,No,
,1908035,1662 36TH AV,,2018-009209PRJ,ADU,R,2018-06-29,0,0,0,0,0,1,0,1,1,0,No,
,5383017,2093 THOMAS AV,,2018-009165PRJ,ADU,R,2018-06-25,0,0,0,0,0,1,0,1,1,0,No,
,0453005C,990 BAY ST,,2018-009160PRJ,ADU,R,2018-04-05,0,0,0,0,0,1,0,1,1,0,No,
,5905007,52 GAMBIER ST,,2018-010089PRJ,ADU,R,2018-07-03,0,0,0,0,0,1,0,1,1,0,No,
,3260015,255 SAN BENITO WY,,2018-009557PRJ,ADU,R,2018-06-21,0,0,0,0,0,1,0,1,1,0,No,
,6762006,427 BADEN ST,,2018-009548PRJ,SFD,O,2018-07-06,0,0,0,0,0,0,1,1,1,0,No,
,5661019,823 CORTLAND AV,,2018-004080PRJ,ADU,R,2018-03-21,0,0,0,0,0,1,0,1,1,0,No,
,2406026,2450 20TH AV,,2018-003820PRJ,ADU,R,2018-03-15,0,0,0,0,0,1,0,1,1,0,No,
,1799014,1383 44TH AV,,2018-003773PRJ,ADU,R,2018-03-12,0,0,0,0,0,1,0,1,1,0,No,
,1622002,619 22ND AV,,2018-003779PRJ,2 to 4,O,2018-03-15,0,0,0,0,0,0,1,1,1,0,No,
,2324003,2249 25TH AV,,2018-004083PRJ,ADU,R,2018-03-20,0,0,0,0,0,1,0,1,1,0,No,
,6971A049,666 GENEVA AV,,2018-003813PRJ,ADU,R,2018-03-13,0,0,0,0,0,1,0,1,1,0,No,
,0726013,1428 STEINER ST,,2018-004032PRJ,ADU,R,2018-03-14,0,0,0,0,0,1,0,1,1,0,No,
,3589062,141 LEXINGTON ST,,2018-001271PRJ,ADU,R,2018-01-11,0,0,0,0,0,1,0,1,1,0,No,
,5697006,332 BRADFORD ST,,2018-001453PRJ,SFD,O,2018-01-19,0,0,0,0,0,0,1,1,1,0,No,
,3633009,46 ALVARADO ST,,2018-001236PRJ,ADU,R,2018-01-12,0,0,0,0,0,1,0,1,1,0,No,
,5659005,214 BANKS ST,,2018-001142PRJ,ADU,R,2018-01-12,0,0,0,0,0,1,0,1,1,0,No,
,1031026,3169 CALIFORNIA ST,,2018-001097PRJ,ADU,R,2018-09-24,0,0,0,0,0,1,0,1,1,0,No,
,6700032,2476 DIAMOND ST,,2018-001662PRJ,SFD,O,2018-01-23,0,0,0,0,0,0,1,1,1,0,No,
,1716027,1282 35TH AV,,2018-001437PRJ,2 to 4,O,2018-01-10,0,0,0,0,0,0,1,1,1,0,No,
,6304004,920 RUTLAND ST,,2018-001326PRJ,ADU,R,2018-01-18,0,0,0,0,0,1,0,1,1,0,No,
,2171054,3721 QUINTARA ST,,2018-001455PRJ,ADU,R,2018-01-19,0,0,0,0,0,1,0,1,1,0,No,
,0119009,1701 MASON ST,,2018-001378PRJ,ADU,R,2018-01-05,0,0,0,0,0,1,0,1,1,0,No,
,2541010,10 SLOAT BL,,2018-001561PRJ,ADU,R,2018-01-26,0,0,0,0,0,1,0,1,1,0,No,
,4031028,650 DE HARO ST,,2018-000952PRJ,ADU,R,2018-01-05,0,0,0,0,0,1,0,1,1,0,No,
,4944018,936 HOLLISTER AV,,2018-000990PRJ,ADU,R,2018-01-11,0,0,0,0,0,1,0,1,1,0,No,
,1798053,1310 44TH AV,,2018-001567PRJ,ADU,R,2018-01-26,0,0,0,0,0,1,0,1,1,0,No,
,1785019A,1374 31ST AV,,2018-001011PRJ,ADU,R,2018-01-04,0,0,0,0,0,1,0,1,1,0,No,
,3652031,1037 SANCHEZ ST,,2018-003677PRJ,ADU,R,2018-03-13,0,0,0,0,0,1,0,1,1,0,No,
,5343036,1745 REVERE AV,,2018-003608PRJ,ADU,R,2018-03-13,0,0,0,0,0,1,0,1,1,0,No,
,6927001,496 URBANO DR,,2018-003537PRJ,ADU,R,2018-01-04,0,0,0,0,0,1,0,1,1,0,No,
,0132044,421 GREEN ST,,2018-003673PRJ,ADU,R,2018-03-12,0,0,0,0,0,1,0,1,1,0,No,
,3584011,558 SANCHEZ ST,,2018-007273PRJ,ADU,R,2018-05-16,0,0,0,0,0,1,0,1,1,0,No,
,6529012B,3422 26TH ST,,2018-007337PRJ,ADU,R,2018-05-14,0,0,0,0,0,1,0,1,1,0,No,
,6954021C,88 ONONDAGA AV,,2018-007772PRJ,ADU,R,2018-05-29,0,0,0,0,0,1,0,1,1,0,No,
,2081005,1863 44TH AV,,2018-007691PRJ,ADU,R,2018-05-25,0,0,0,0,0,1,0,1,1,0,No,
,4914032,1279 EGBERT AV,,2018-007008PRJ,ADU,R,2018-05-09,0,0,0,0,0,1,0,1,1,0,No,
,7141030,3033 ALEMANY BL,,2018-006747PRJ,ADU,R,2018-05-04,0,0,0,0,0,1,0,1,1,0,No,
,4087037,2219 BRYANT ST,,2006.1340,2 to 4,O,2018-05-14,0,0,0,0,0,0,1,1,1,0,No,
,2698026A,247 EUREKA ST,,2018-007905PRJ,ADU,R,2018-05-31,0,0,0,0,0,1,0,1,1,0,No,
,0479002A,1324 CHESTNUT ST,,2018-006707PRJ,2 to 4,O,2018-05-03,0,0,0,0,0,0,1,1,1,0,No,
,1161016,2547 TURK ST,,2018-006131PRJ,ADU,R,2018-04-20,0,0,0,0,0,1,0,1,1,0,No,
,4789015,1461 REVERE AV,,2018-006128PRJ,ADU,R,2018-04-13,0,0,0,0,0,1,0,1,1,0,No,
,5931001,100 HAMILTON ST,,2018-006129PRJ,ADU,R,2018-04-19,0,0,0,0,0,1,0,1,1,0,No,
,5336007,130 BRIDGEVIEW DR,,2018-006083PRJ,ADU,R,2018-04-13,0,0,0,0,0,1,0,1,1,0,No,
,1766025,644 JUDAH ST,,2018-006281PRJ,ADU,R,2018-04-12,0,0,0,0,0,1,0,1,1,0,No,
,1419028,278 15TH AV,,2018-007086PRJ,2 to 4,O,2018-05-11,0,0,0,0,0,0,1,1,1,0,No,
,0272008,698 BUSH ST,,2018-006270PRJ,5+,R,2018-04-16,0,0,0,0,0,0,1,1,1,0,No,
,1896030,1666 48TH AV,,2018-006181PRJ,ADU,R,2018-04-19,0,0,0,0,0,1,0,1,1,0,No,
,1248018,624 SHRADER ST,,2018-006282PRJ,ADU,R,2018-04-13,0,0,0,0,0,1,0,1,1,0,No,
,6539010,4236 25TH ST,,2018-007063PRJ,ADU,R,2018-05-02,0,0,0,0,0,1,0,1,1,0,No,
,0076017,1906 POWELL ST,,2018-005643PRJ,ADU,R,2018-04-11,0,0,0,0,0,1,0,1,1,0,No,
,0525003,2345 LARKIN ST,,2018-005698PRJ,ADU,R,2018-04-13,0,0,0,0,0,1,0,1,1,0,No,
,3115053,675 MONTEREY BL,,2018-005677PRJ,ADU,R,2018-02-15,0,0,0,0,0,1,0,1,1,0,No,
,5501063,3329 CESAR CHAVEZ ST,,2018-003272PRJ,ADU,R,2018-03-02,0,0,0,0,0,1,0,1,1,0,No,
,3608011,3320 21ST ST,,2018-003192PRJ,ADU,R,2018-03-02,0,0,0,0,0,1,0,1,1,0,No,
,5334063,2144 REVERE AV,,2018-001139PRJ,SFD,O,2018-01-03,0,0,0,0,0,0,1,1,1,0,No,
,0574002,2047 POLK ST,,2018-003274PRJ,ADU,R,2018-03-05,0,0,0,0,0,1,0,1,1,0,No,
,1664021,4526 FULTON ST,,2018-003418PRJ,ADU,R,2018-03-07,0,0,0,0,0,1,0,1,1,0,No,
,1453011,355 21ST AV,,2018-003237PRJ,ADU,R,2018-03-05,0,0,0,0,0,1,0,1,1,0,No,
,5386021,1547 UNDERWOOD AV,,2018-005580PRJ,ADU,R,2018-03-21,0,0,0,0,0,1,0,1,1,0,No,
,6976004E,158 HOWTH ST,,2018-005558PRJ,ADU,R,2018-03-21,0,0,0,0,0,1,0,1,1,0,No,
,6976004E,158 HOWTH ST,,2018-005577PRJ,ADU,R,2018-03-23,0,0,0,0,0,1,0,1,1,0,No,
,3204035,195 OTSEGO AV,,2018-006936PRJ,ADU,R,2018-04-27,0,0,0,0,0,1,0,1,1,0,No,
,6728011,536 LAIDLEY ST,,2017-010211PRJ,ADU,R,2018-05-03,0,0,0,0,0,1,0,1,1,0,No,
,1540016,475 04TH AV,,2018-007173PRJ,ADU,R,2018-05-09,0,0,0,0,0,1,0,1,1,0,No,
,1260005,67 SCOTT ST,,2018-004540PRJ,ADU,R,2018-03-14,0,0,0,0,0,1,0,1,1,0,No,
,0213005,1100 CLAY ST,,2018-004332PRJ,ADU,R,2018-03-21,0,0,0,0,0,1,0,1,1,0,No,
,6656016,76 CHENERY ST,,2018-004390PRJ,2 to 4,O,2018-03-27,0,0,0,0,0,0,1,1,1,0,No,
,0604016,2350 WASHINGTON ST,,2018-004565PRJ,ADU,R,2018-03-29,0,0,0,0,0,1,0,1,1,0,No,
,6577032,3767 CESAR CHAVEZ ST,,2017-008957PRJ,ADU,R,2018-03-27,0,0,0,0,0,1,0,1,1,0,No,
,1229022,1871 PAGE ST,,2018-004462PRJ,ADU,R,2018-03-23,0,0,0,0,0,1,0,1,1,0,No,
,0508009,2040 GREENWICH ST,,2018-004497PRJ,SFD,O,2018-03-22,0,0,0,0,0,0,1,1,1,0,No,
,0299010,798 POST ST,,2018-004561PRJ,ADU,R,2018-03-29,0,0,0,0,0,1,0,1,1,0,No,
,1231020,544 CLAYTON ST,,2018-004496PRJ,ADU,R,2018-03-22,0,0,0,0,0,1,0,1,1,0,No,
,0181012,1036 JACKSON ST,,2018-004243PRJ,ADU,R,2018-03-08,0,0,0,0,0,1,0,1,1,0,No,
,2071009A,1887 34TH AV,,2018-004503PRJ,ADU,R,2018-03-29,0,0,0,0,0,1,0,1,1,0,No,
,1255058,71 DELMAR ST,,2018-004238PRJ,ADU,R,2018-01-17,0,0,0,0,0,1,0,1,1,0,No,
,7014024,200 FAXON AV,,2018-004514PRJ,ADU,R,2018-03-29,0,0,0,0,0,1,0,1,1,0,No,
,1450042,334 19TH AV,,2018-006525PRJ,ADU,R,2018-04-27,0,0,0,0,0,1,0,1,1,0,No,
,2101001,1901 33RD AV,,2018-006526PRJ,ADU,R,2018-04-10,0,0,0,0,0,1,0,1,1,0,No,
,2877015,15 MERCED AV,,2018-006448PRJ,ADU,R,2018-04-26,0,0,0,0,0,1,0,1,1,0,No,
,7141015,72 SEARS ST,,2018-006556PRJ,ADU,R,2018-04-24,0,0,0,0,0,1,0,1,1,0,No,
,0249023,1575 SACRAMENTO ST,,2018-007228PRJ,ADU,R,2018-03-23,0,0,0,0,0,1,0,1,1,0,No,
,2763027,781 CORBETT AV,,2018-007988PRJ,ADU,R,2018-06-01,0,0,0,0,0,1,0,1,1,0,No,
,1635022,676 10TH AV,,2018-006582PRJ,ADU,R,2018-04-30,0,0,0,0,0,1,0,1,1,0,No,
,2061009,1845 24TH AV,,2018-005404PRJ,ADU,R,2018-04-05,0,0,0,0,0,1,0,1,1,0,No,
,5888019,78 STONEYBROOK AV,,2018-005327PRJ,ADU,R,2018-03-29,0,0,0,0,0,1,0,1,1,0,No,
,1524013,481 20TH AV,,2018-005503PRJ,ADU,R,2018-04-09,0,0,0,0,0,1,0,1,1,0,No,
,6941032,442 HOLLOWAY AV,,2018-006611PRJ,ADU,R,2018-04-27,0,0,0,0,0,1,0,1,1,0,No,
,1856016,1577 10TH AV,,2018-006843PRJ,ADU,R,2018-05-07,0,0,0,0,0,1,0,1,1,0,No,
,5744030,259 CRESCENT AV,,2018-001232PRJ,ADU,R,2018-01-12,0,0,0,0,0,1,0,1,1,0,No,
,3144B025,56 NANTUCKET AV,,2018-010174PRJ,ADU,R,2018-07-23,0,0,0,0,0,1,0,1,1,0,No,
,6525009,2952 FOLSOM ST,,2018-010085PRJ,ADU,R,2018-07-19,0,0,0,0,0,1,0,1,1,0,No,
,3608011,3320 21ST ST,,2018-007041PRJ,ADU,R,2018-05-14,0,0,0,0,0,1,0,1,1,0,No,
,2612077,89 ROOSEVELT WY,,2018-007193PRJ,ADU,R,2018-05-02,0,0,0,0,0,1,0,1,1,0,No,
,5642008,266 COLERIDGE ST,,2018-008121PRJ,ADU,R,2018-05-30,0,0,0,0,0,1,0,1,1,0,No,
,3619027,3550 22ND ST,,2018-009280PRJ,ADU,R,2018-06-26,0,0,0,0,0,1,0,1,1,0,No,
,0065010,724 LOMBARD ST,,2018-003746PRJ,5+,R,2018-06-25,0,0,0,0,0,0,1,1,1,0,No,
,1262015,466 FREDERICK ST,,2018-009402PRJ,ADU,R,2018-06-05,0,0,0,0,0,1,0,1,1,0,No,
,1567039,698 25TH AV,,2018-009405PRJ,ADU,R,2018-06-20,0,0,0,0,0,1,0,1,1,0,No,
,4096067,1911 20TH ST,,2018-007634PRJ,2 to 4,O,2018-06-18,0,0,0,0,0,0,1,1,1,0,No,
,0868021,128 FILLMORE ST,,2018-008784PRJ,ADU,R,2018-06-19,0,0,0,0,0,1,0,1,1,0,No,
,3011069,48 MIRALOMA DR,,2018-008745PRJ,ADU,R,2018-06-15,0,0,0,0,0,1,0,1,1,0,No,
,1752022,253 HUGO ST,,2018-008387PRJ,ADU,R,2018-06-11,0,0,0,0,0,1,0,1,1,0,No,
